reference_no,start_year,end_year,publish_year,country,region,latitude,longitude,pollinator_order,pollinator_family,pollinator_species,study_method,trend,decline_value,sample_size,yi,vi,continent,driver
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa mixta,Field,Decline,-0.85,12,-1.897119984885881,0.0833333333333333,North America,Multiple
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa mixta,Field,Decline,-0.85,12,-1.897119984885881,0.0833333333333333,North America,Climate
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa mixta,Field,Decline,-0.85,12,-1.897119984885881,0.0833333333333333,North America,Pesticides
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa mixta,Field,Decline,-0.85,12,-1.897119984885881,0.0833333333333333,North America,Urbanization
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa crassipunctata,Field,Recovery,0.1,9,0.0953101798043248,0.1111111111111111,North America,Multiple
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa crassipunctata,Field,Recovery,0.1,9,0.0953101798043248,0.1111111111111111,North America,Climate
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa crassipunctata,Field,Recovery,0.1,9,0.0953101798043248,0.1111111111111111,North America,Pesticides
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa crassipunctata,Field,Recovery,0.1,9,0.0953101798043248,0.1111111111111111,North America,Urbanization
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa dressleri,Field,Decline,-0.8,8,-1.6094379124341005,0.125,North America,Multiple
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa dressleri,Field,Decline,-0.8,8,-1.6094379124341005,0.125,North America,Climate
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa dressleri,Field,Decline,-0.8,8,-1.6094379124341005,0.125,North America,Pesticides
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa dressleri,Field,Decline,-0.8,8,-1.6094379124341005,0.125,North America,Urbanization
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa championi,Field,Decline,-0.85,7,-1.897119984885881,0.1428571428571428,North America,Multiple
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa championi,Field,Decline,-0.85,7,-1.897119984885881,0.1428571428571428,North America,Climate
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa championi,Field,Decline,-0.85,7,-1.897119984885881,0.1428571428571428,North America,Pesticides
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa championi,Field,Decline,-0.85,7,-1.897119984885881,0.1428571428571428,North America,Urbanization
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa turbinifex,Field,Decline,0.4,3,0.3364722366212129,0.3333333333333333,North America,Multiple
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa turbinifex,Field,Decline,0.4,3,0.3364722366212129,0.3333333333333333,North America,Climate
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa turbinifex,Field,Decline,0.4,3,0.3364722366212129,0.3333333333333333,North America,Pesticides
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa turbinifex,Field,Decline,0.4,3,0.3364722366212129,0.3333333333333333,North America,Urbanization
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa cognata,Field,Decline,-0.9,2,-2.302585092994046,0.5,North America,Multiple
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa cognata,Field,Decline,-0.9,2,-2.302585092994046,0.5,North America,Climate
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa cognata,Field,Decline,-0.9,2,-2.302585092994046,0.5,North America,Pesticides
H23,2013,2017,2020,Panama,Darien NP,8.0178,-77.7327,Hymenoptera,Apidae,Euglossa cognata,Field,Decline,-0.9,2,-2.302585092994046,0.5,North America,Urbanization
H28,2004,2018,2021,USA,Southwestern Michigan,42.6,-86.0,Hymenoptera,Andrenidae,Andrena carlini,Field,Decline,-0.978,155,-3.816712826,0.006451613,North America,Climate
H28,2004,2018,2021,USA,Southwestern Michigan,42.6,-86.0,Hymenoptera,Andrenidae,Andrena imitatrix,Field,Decline,-0.947,164,-2.937463365,0.006097561,North America,Climate
H28,2004,2018,2021,USA,Southwestern Michigan,42.6,-86.0,Hymenoptera,Andrenidae,Andrena crataegi,Field,Decline,-0.932,78,-2.688247574,0.012820513,North America,Climate
H28,2004,2018,2021,USA,Southwestern Michigan,42.6,-86.0,Hymenoptera,Andrenidae,Lasioglossum imitatum,Field,Decline,-0.685,193,-1.15518264,0.005181347,North America,Climate
H28,2004,2018,2021,USA,Southwestern Michigan,42.6,-86.0,Hymenoptera,Andrenidae,Lasioglossum leucozonium,Field,Decline,-0.813,219,-1.676646662,0.00456621,North America,Climate
H28,2004,2018,2021,USA,Southwestern Michigan,42.6,-86.0,Hymenoptera,Andrenidae,Ceratina calcarata,Field,Decline,-0.664,312,-1.090644119,0.003205128,North America,Climate
H60,1997,2012,2017,Brazil,Atlantic Forest ,-19.1349,-40.0206,Hymenoptera,Apidae,Eulaema nigrita,Historical + Field,Decline,-0.258,227,-0.298406036,0.004405286,South America,Habitat
H60,1997,2012,2017,Brazil,Atlantic Forest ,-19.1349,-40.0206,Hymenoptera,Apidae,Euglossa cognata,Historical + Field,Decline,-0.571,28,-0.84629836,0.035714286,South America,Habitat
H60,1997,2012,2017,Brazil,Atlantic Forest ,-19.1349,-40.0206,Hymenoptera,Apidae,Euglossa imperialis,Historical + Field,Decline,-0.19,168,-0.210721031,0.005952381,South America,Habitat
H60,1997,2012,2017,Brazil,Atlantic Forest ,-19.1349,-40.0206,Hymenoptera,Apidae,Euglossa marianae,Historical + Field,Increase,-0.608,214,-0.936493439,0.004672897,South America,Habitat
H60,1997,2012,2017,Brazil,Atlantic Forest ,-19.1349,-40.0206,Hymenoptera,Apidae,Euglossa roubiki,Historical + Field,Increase,-0.389,156,-0.49265832,0.006410256,South America,Habitat
H67,2016,2020,2021,USA,Wyoming,43.075,-107.2903,Hymenoptera,Apidae,Bombus occidentalis,Historical  + Field,Decline,-0.05,103,-0.051293294,0.009708738,North America,Multiple
H67,2016,2020,2021,USA,Wyoming,43.075,-107.2903,Hymenoptera,Apidae,Bombus occidentalis,Historical  + Field,Decline,-0.05,103,-0.051293294,0.009708738,North America,Habitat
H67,2016,2020,2021,USA,Wyoming,43.075,-107.2903,Hymenoptera,Apidae,Bombus occidentalis,Historical  + Field,Decline,-0.05,103,-0.051293294,0.009708738,North America,Climate
H67,2016,2020,2021,USA,Wyoming,43.075,-107.2903,Hymenoptera,Apidae,Bombus occidentalis,Historical  + Field,Decline,-0.05,103,-0.051293294,0.009708738,North America,Pathogens
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus auricomus,Field,Decline,-0.641,39,-1.02443289,0.025641026,North America,Multiple
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus auricomus,Field,Decline,-0.641,39,-1.02443289,0.025641026,North America,Habitat
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus auricomus,Field,Decline,-0.641,39,-1.02443289,0.025641026,North America,Climate
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus auricomus,Field,Decline,-0.641,39,-1.02443289,0.025641026,North America,Pathogens
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus bimaculatus,Field,Decline,0.367,49,0.312618558,0.020408163,North America,Multiple
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus bimaculatus,Field,Decline,0.367,49,0.312618558,0.020408163,North America,Habitat
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus bimaculatus,Field,Decline,0.367,49,0.312618558,0.020408163,North America,Climate
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus bimaculatus,Field,Decline,0.367,49,0.312618558,0.020408163,North America,Pathogens
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus borealis,Field,Decline,-0.5,54,-0.693147181,0.018518519,North America,Multiple
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus borealis,Field,Decline,-0.5,54,-0.693147181,0.018518519,North America,Habitat
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus borealis,Field,Decline,-0.5,54,-0.693147181,0.018518519,North America,Climate
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus borealis,Field,Decline,-0.5,54,-0.693147181,0.018518519,North America,Pathogens
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus fervidus,Field,Decline,-0.645,76,-1.03563749,0.013157895,North America,Multiple
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus fervidus,Field,Decline,-0.645,76,-1.03563749,0.013157895,North America,Habitat
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus fervidus,Field,Decline,-0.645,76,-1.03563749,0.013157895,North America,Climate
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus fervidus,Field,Decline,-0.645,76,-1.03563749,0.013157895,North America,Pathogens
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus griseocollis,Field,Decline,0.097,72,0.092579181,0.013888889,North America,Multiple
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus griseocollis,Field,Decline,0.097,72,0.092579181,0.013888889,North America,Habitat
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus griseocollis,Field,Decline,0.097,72,0.092579181,0.013888889,North America,Climate
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus griseocollis,Field,Decline,0.097,72,0.092579181,0.013888889,North America,Pathogens
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus impatiens,Field,Decline,0.306,62,0.266969031,0.016129032,North America,Multiple
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus impatiens,Field,Decline,0.306,62,0.266969031,0.016129032,North America,Habitat
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus impatiens,Field,Decline,0.306,62,0.266969031,0.016129032,North America,Climate
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus impatiens,Field,Decline,0.306,62,0.266969031,0.016129032,North America,Pathogens
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus pensylvanicus,Field,Increase,-0.978,45,-3.816712826,0.022222222,North America,Multiple
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus pensylvanicus,Field,Increase,-0.978,45,-3.816712826,0.022222222,North America,Habitat
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus pensylvanicus,Field,Increase,-0.978,45,-3.816712826,0.022222222,North America,Climate
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus pensylvanicus,Field,Increase,-0.978,45,-3.816712826,0.022222222,North America,Pathogens
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus perplexus,Field,Increase,-0.208,53,-0.233193887,0.018867925,North America,Multiple
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus perplexus,Field,Increase,-0.208,53,-0.233193887,0.018867925,North America,Habitat
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus perplexus,Field,Increase,-0.208,53,-0.233193887,0.018867925,North America,Climate
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus perplexus,Field,Increase,-0.208,53,-0.233193887,0.018867925,North America,Pathogens
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus ternarius,Field,Increase,-0.067,45,-0.069350078,0.022222222,North America,Multiple
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus ternarius,Field,Increase,-0.067,45,-0.069350078,0.022222222,North America,Habitat
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus ternarius,Field,Increase,-0.067,45,-0.069350078,0.022222222,North America,Climate
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus ternarius,Field,Increase,-0.067,45,-0.069350078,0.022222222,North America,Pathogens
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus terricola,Field,Increase,-0.708,72,-1.231001477,0.013888889,North America,Multiple
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus terricola,Field,Increase,-0.708,72,-1.231001477,0.013888889,North America,Habitat
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus terricola,Field,Increase,-0.708,72,-1.231001477,0.013888889,North America,Climate
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus terricola,Field,Increase,-0.708,72,-1.231001477,0.013888889,North America,Pathogens
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus vagans,Field,Decline,-0.127,79,-0.135819723,0.012658228,North America,Multiple
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus vagans,Field,Decline,-0.127,79,-0.135819723,0.012658228,North America,Habitat
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus vagans,Field,Decline,-0.127,79,-0.135819723,0.012658228,North America,Climate
H71,2008,2014,2019,USA,Midwest,42.032,-93.581,Hymenoptera,Apidae,Bombus vagans,Field,Decline,-0.127,79,-0.135819723,0.012658228,North America,Pathogens
H137,2003,2017,2020,USA,Mid-Atlantic,39.0,-77.0,Hymenoptera,Megachilidae,Osmia atriventris,Field,Decline,-0.1277,442,-0.136621878,0.002262443,North America,Invasives
H137,2003,2017,2020,USA,Mid-Atlantic,39.0,-77.0,Hymenoptera,Megachilidae,Osmia bucephala,Field,Decline,-0.1226,217,-0.13079229,0.004608295,North America,Invasives
H137,2003,2017,2020,USA,Mid-Atlantic,39.0,-77.0,Hymenoptera,Megachilidae,Osmia collinsiae,Field,Decline,-0.1366,135,-0.146877196,0.007407407,North America,Invasives
H137,2003,2017,2020,USA,Mid-Atlantic,39.0,-77.0,Hymenoptera,Megachilidae,Osmia georgica,Field,Decline,-0.097,293,-0.102032726,0.003412969,North America,Invasives
H137,2003,2017,2020,USA,Mid-Atlantic,39.0,-77.0,Hymenoptera,Megachilidae,Osmia lignaria,Field,Decline,-0.1378,76,-0.148268017,0.013157895,North America,Invasives
H137,2003,2017,2020,USA,Mid-Atlantic,39.0,-77.0,Hymenoptera,Megachilidae,Osmia pumila,Field,Decline,-0.1597,1588,-0.173996308,0.00063,North America,Invasives
H137,2003,2017,2020,USA,Mid-Atlantic,39.0,-77.0,Hymenoptera,Megachilidae,Osmia cornifrons (exotic),Field,Stable,0.0084,618,0.008364916,0.001618123,North America,Invasives
H137,2003,2017,2020,USA,Mid-Atlantic,39.0,-77.0,Hymenoptera,Megachilidae,Osmia taurus (exotic),Field,Increase,0.1699,2288,0.156918275,0.000437,North America,Invasives
H165,2009,2009,2010,Greece,Peloponnesus,37.6792,22.0839,Hymenoptera,Apidae,Apis mellifera,Field + Molecular,Decline,-0.58,37,-0.867500568,0.027027027,Europe,Multiple
H165,2009,2009,2010,Greece,Peloponnesus,37.6792,22.0839,Hymenoptera,Apidae,Apis mellifera,Field + Molecular,Decline,-0.58,37,-0.867500568,0.027027027,Europe,Pathogens
H165,2009,2009,2010,Greece,Peloponnesus,37.6792,22.0839,Hymenoptera,Apidae,Apis mellifera,Field + Molecular,Decline,-0.58,37,-0.867500568,0.027027027,Europe,Pesticides
H165,2009,2009,2010,Greece,Peloponnesus,37.6792,22.0839,Hymenoptera,Apidae,Apis mellifera,Field + Molecular,Decline,-0.58,37,-0.867500568,0.027027027,Europe,Climate
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus affinis,Historical  + Field,Decline,-0.123,205,-0.131248287,0.004878049,North America,Multiple
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus affinis,Historical  + Field,Decline,-0.123,205,-0.131248287,0.004878049,North America,Habitat
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus affinis,Historical  + Field,Decline,-0.123,205,-0.131248287,0.004878049,North America,Pesticides
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus affinis,Historical  + Field,Decline,-0.123,205,-0.131248287,0.004878049,North America,Pathogens
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus affinis,Historical  + Field,Decline,-0.123,205,-0.131248287,0.004878049,North America,Climate
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus ashtoni,Historical  + Field,Decline,-0.008,14,-0.008032172,0.071428571,North America,Multiple
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus ashtoni,Historical  + Field,Decline,-0.008,14,-0.008032172,0.071428571,North America,Habitat
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus ashtoni,Historical  + Field,Decline,-0.008,14,-0.008032172,0.071428571,North America,Pesticides
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus ashtoni,Historical  + Field,Decline,-0.008,14,-0.008032172,0.071428571,North America,Pathogens
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus ashtoni,Historical  + Field,Decline,-0.008,14,-0.008032172,0.071428571,North America,Climate
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus citrinus,Historical  + Field,Decline,-0.025,138,-0.025317808,0.007246377,North America,Multiple
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus citrinus,Historical  + Field,Decline,-0.025,138,-0.025317808,0.007246377,North America,Habitat
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus citrinus,Historical  + Field,Decline,-0.025,138,-0.025317808,0.007246377,North America,Pesticides
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus citrinus,Historical  + Field,Decline,-0.025,138,-0.025317808,0.007246377,North America,Pathogens
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus citrinus,Historical  + Field,Decline,-0.025,138,-0.025317808,0.007246377,North America,Climate
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus fernaldae,Historical  + Field,Decline,-0.001,1,-0.0010005,1.0,North America,Multiple
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus fernaldae,Historical  + Field,Decline,-0.001,1,-0.0010005,1.0,North America,Habitat
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus fernaldae,Historical  + Field,Decline,-0.001,1,-0.0010005,1.0,North America,Pesticides
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus fernaldae,Historical  + Field,Decline,-0.001,1,-0.0010005,1.0,North America,Pathogens
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus fernaldae,Historical  + Field,Decline,-0.001,1,-0.0010005,1.0,North America,Climate
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus fervidus,Historical  + Field,Decline,-0.13,331,-0.139262067,0.003021148,North America,Multiple
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus fervidus,Historical  + Field,Decline,-0.13,331,-0.139262067,0.003021148,North America,Habitat
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus fervidus,Historical  + Field,Decline,-0.13,331,-0.139262067,0.003021148,North America,Pesticides
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus fervidus,Historical  + Field,Decline,-0.13,331,-0.139262067,0.003021148,North America,Pathogens
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus fervidus,Historical  + Field,Decline,-0.13,331,-0.139262067,0.003021148,North America,Climate
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus pensylvanicus,Historical  + Field,Decline,-0.042,72,-0.042907501,0.013888889,North America,Multiple
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus pensylvanicus,Historical  + Field,Decline,-0.042,72,-0.042907501,0.013888889,North America,Habitat
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus pensylvanicus,Historical  + Field,Decline,-0.042,72,-0.042907501,0.013888889,North America,Pesticides
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus pensylvanicus,Historical  + Field,Decline,-0.042,72,-0.042907501,0.013888889,North America,Pathogens
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus pensylvanicus,Historical  + Field,Decline,-0.042,72,-0.042907501,0.013888889,North America,Climate
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus perplexus,Historical  + Field,Decline,-0.001,103,-0.0010005,0.009708738,North America,Multiple
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus perplexus,Historical  + Field,Decline,-0.001,103,-0.0010005,0.009708738,North America,Habitat
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus perplexus,Historical  + Field,Decline,-0.001,103,-0.0010005,0.009708738,North America,Pesticides
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus perplexus,Historical  + Field,Decline,-0.001,103,-0.0010005,0.009708738,North America,Pathogens
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus perplexus,Historical  + Field,Decline,-0.001,103,-0.0010005,0.009708738,North America,Climate
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus sandersoni,Historical  + Field,Decline,-0.003,25,-0.003004509,0.04,North America,Multiple
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus sandersoni,Historical  + Field,Decline,-0.003,25,-0.003004509,0.04,North America,Habitat
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus sandersoni,Historical  + Field,Decline,-0.003,25,-0.003004509,0.04,North America,Pesticides
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus sandersoni,Historical  + Field,Decline,-0.003,25,-0.003004509,0.04,North America,Pathogens
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus sandersoni,Historical  + Field,Decline,-0.003,25,-0.003004509,0.04,North America,Climate
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus terricola,Historical  + Field,Decline,-0.081,288,-0.084469157,0.003472222,North America,Multiple
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus terricola,Historical  + Field,Decline,-0.081,288,-0.084469157,0.003472222,North America,Habitat
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus terricola,Historical  + Field,Decline,-0.081,288,-0.084469157,0.003472222,North America,Pesticides
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus terricola,Historical  + Field,Decline,-0.081,288,-0.084469157,0.003472222,North America,Pathogens
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus terricola,Historical  + Field,Decline,-0.081,288,-0.084469157,0.003472222,North America,Climate
H237,2006,2007,2010,India,"Mysore District, Karnataka",12.1826,76.3859,Hymenoptera,Apidae,Apis dorsata,Field,Decline,-0.1,37,-0.105360516,0.027027027,Asia,Multiple
H237,2006,2007,2010,India,"Mysore District, Karnataka",12.1826,76.3859,Hymenoptera,Apidae,Apis dorsata,Field,Decline,-0.1,37,-0.105360516,0.027027027,Asia,Habitat
H237,2006,2007,2010,India,"Mysore District, Karnataka",12.1826,76.3859,Hymenoptera,Apidae,Apis dorsata,Field,Decline,-0.1,37,-0.105360516,0.027027027,Asia,Pesticides
H237,2006,2007,2010,India,"Mysore District, Karnataka",12.1826,76.3859,Hymenoptera,Apidae,Apis florea,Field,Decline,-0.16,25,-0.174353387,0.04,Asia,Multiple
H237,2006,2007,2010,India,"Mysore District, Karnataka",12.1826,76.3859,Hymenoptera,Apidae,Apis florea,Field,Decline,-0.16,25,-0.174353387,0.04,Asia,Habitat
H237,2006,2007,2010,India,"Mysore District, Karnataka",12.1826,76.3859,Hymenoptera,Apidae,Apis florea,Field,Decline,-0.16,25,-0.174353387,0.04,Asia,Pesticides
H237,2006,2007,2010,India,"Mysore District, Karnataka",12.1826,76.3859,Hymenoptera,Apidae,Trigona iridipennis,Field,Decline,-0.15,66,-0.162518929,0.015151515,Asia,Multiple
H237,2006,2007,2010,India,"Mysore District, Karnataka",12.1826,76.3859,Hymenoptera,Apidae,Trigona iridipennis,Field,Decline,-0.15,66,-0.162518929,0.015151515,Asia,Habitat
H237,2006,2007,2010,India,"Mysore District, Karnataka",12.1826,76.3859,Hymenoptera,Apidae,Trigona iridipennis,Field,Decline,-0.15,66,-0.162518929,0.015151515,Asia,Pesticides
H926,1981,2015,2018,Brazil,"Curitiba, Paraná",-25.4469,-49.2359,Hymenoptera,Apidae,Multiple (Bombus bellicosus; B. morio; Gaesischia fulgurans; Thectochlora basiatra),Historical  + Field,Decline,-0.37,2332,-0.46203546,0.000429,South America,Multiple
